,Gene,AUC,FPR,Precision,Recall/TPR,F-score,N_benign,N_malign,m_cat,n_snvs
26,ATP7A,0.8870859143549691,0.010638297872340385,0.8454545454545455,0.9893617021276596,0.911764705882353,79,94,1,173
27,PCCB,0.9666666666666667,0.0,0.9130434782608695,1.0,0.9545454545454545,30,21,1,51
28,PTEN,0.9314159292035398,0.0,0.8993506493506493,1.0,0.947008547008547,226,277,1,503
29,ARX,0.9038461538461539,0.0,0.7727272727272727,1.0,0.8717948717948718,52,34,1,86
30,ACADVL,0.9375,0.0,0.9375,1.0,0.967741935483871,32,60,1,92
31,CAPN3,0.9428571428571428,0.0,0.9550561797752809,1.0,0.9770114942528736,35,85,1,120
32,PTPN11,0.9335897435897436,0.012820512820512775,0.8953488372093024,0.9871794871794872,0.9390243902439025,75,78,1,153
33,APC,0.9485148655764769,0.0023696682464454666,0.8627049180327869,0.9976303317535545,0.9252747252747253,666,422,1,1088
34,EIF2B2,1.0,0.0,1.0,1.0,1.0,5,6,1,11
35,NF1,0.9224134620000959,0.0037735849056603765,0.8693743139407245,0.9962264150943396,0.9284876905041033,786,795,1,1581
36,DMD,0.9091174580924012,0.002277904328018221,0.8504854368932039,0.9977220956719818,0.9182389937106918,429,439,1,868
37,EHMT1,0.9514563106796117,0.0,0.7959183673469388,1.0,0.8863636363636364,103,39,1,142
38,FBN1,0.8975409836065573,0.0,0.9094202898550725,1.0,0.9525616698292221,366,753,1,1119
39,MEN1,0.9158878504672897,0.0,0.9067357512953368,1.0,0.951086956521739,107,175,1,282
40,NEB,0.9839015151515151,0.0,0.8172043010752689,1.0,0.8994082840236686,528,76,1,604
41,GLB1,0.9471794871794873,0.02564102564102566,0.95,0.9743589743589743,0.9620253164556962,25,39,1,64
42,NIPBL,0.8714912280701753,0.004385964912280715,0.9043824701195219,0.9956140350877193,0.9478079331941545,95,228,1,323
43,TSC2,0.9578990470518165,0.005434782608695676,0.8413793103448276,0.9945652173913043,0.9115815691158157,876,368,1,1244
44,VHL,0.9596382026843027,0.018867924528301883,0.9454545454545454,0.9811320754716981,0.9629629629629629,97,106,1,203
45,FLNA,0.9563380281690141,0.0,0.7479674796747967,1.0,0.855813953488372,355,92,1,447
46,MYH7,0.9683350555412038,0.005102040816326481,0.8944954128440367,0.9948979591836735,0.9420289855072465,395,196,1,591
47,ACVRL1,0.9393939393939394,0.0,0.8857142857142857,1.0,0.9393939393939393,66,62,1,128
48,RB1,0.9228187919463087,0.0,0.8506493506493507,1.0,0.9192982456140351,149,131,1,280
49,ATP1A3,0.9234234234234234,0.0,0.6851851851851852,1.0,0.8131868131868133,111,37,1,148
50,HDAC8,0.9,0.0,0.8571428571428571,1.0,0.923076923076923,20,24,1,44
51,KCNQ1,0.9440789473684211,0.0,0.919047619047619,1.0,0.9578163771712159,152,193,1,345
52,SCN5A,0.9468618865170589,0.005747126436781658,0.8199052132701422,0.9942528735632183,0.8987012987012987,378,174,1,552
53,PTCH1,0.9718934911242604,0.0,0.8642857142857143,1.0,0.9272030651340997,338,121,1,459
54,DYRK1A,0.9358974358974359,0.0,0.8571428571428571,1.0,0.923076923076923,78,60,1,138
55,BRIP1,0.9597701149425287,0.0,0.825,1.0,0.9041095890410958,348,132,1,480
56,ATP2A1,0.967741935483871,0.0,0.7142857142857143,1.0,0.8333333333333333,31,5,1,36
57,TSC1,0.9627976190476191,0.0,0.8677248677248677,1.0,0.9291784702549575,336,164,1,500
58,KDM5C,0.8648648648648649,0.0,0.7619047619047619,1.0,0.8648648648648648,37,32,1,69
59,PEX5,1.0,0.0,1.0,1.0,1.0,19,7,1,26
60,PAFAH1B1,0.9541176470588236,0.0117647058823529,0.9767441860465116,0.9882352941176471,0.9824561403508771,25,85,1,110
61,KCNQ2,0.9500000000000001,0.0,0.9162011173184358,1.0,0.956268221574344,150,164,1,314
62,GALT,0.875,0.0,0.926829268292683,1.0,0.9620253164556963,24,76,1,100
63,KCNH2,0.9010849399048158,0.0039525691699604515,0.8689655172413793,0.9960474308300395,0.9281767955801105,196,253,1,449
64,PHEX,0.8714285714285714,0.0,0.9523809523809523,1.0,0.975609756097561,35,180,1,215
65,PMS2,0.9535714285714285,0.0,0.8514285714285714,1.0,0.9197530864197531,280,149,1,429
66,CBS,0.9545454545454545,0.0,0.8636363636363636,1.0,0.9268292682926829,99,57,1,156
67,COL1A2,0.9851662887377173,0.020408163265306145,0.9896907216494846,0.9795918367346939,0.9846153846153847,108,98,1,206
68,FLAD1,0.9500000000000001,0.0,0.8888888888888888,1.0,0.9411764705882353,10,8,1,18
69,ASPM,0.9636363636363636,0.0,0.8867924528301887,1.0,0.9400000000000001,165,94,1,259
70,ELN,0.9394904458598726,0.0,0.6885245901639344,1.0,0.8155339805825244,157,42,1,199
71,ACTA1,0.9482758620689655,0.0,0.9361702127659575,1.0,0.967032967032967,29,44,1,73
72,GJB2,0.90625,0.0,0.8888888888888888,1.0,0.9411764705882353,48,72,1,120
73,DSP,0.9385440478283805,0.016528925619834656,0.7727272727272727,0.9834710743801653,0.8654545454545455,329,121,1,450
74,CHD7,0.9186244467143343,0.011235955056179803,0.8543689320388349,0.9887640449438202,0.9166666666666666,198,178,1,376
75,MTM1,0.9166666666666667,0.0,0.9701492537313433,1.0,0.9848484848484849,24,130,1,154
76,ENG,0.934379217273954,0.012820512820512775,0.8953488372093024,0.9871794871794872,0.9390243902439025,76,78,1,154
77,UBE3A,0.9303797468354431,0.0,0.8658536585365854,1.0,0.9281045751633987,79,71,1,150
78,SLC2A10,0.9802631578947368,0.0,0.8125,1.0,0.896551724137931,76,13,1,89
79,NSD1,0.95367260828382,0.00421940928270037,0.9477911646586346,0.9957805907172996,0.9711934156378601,147,237,1,384
80,KMT2A,0.8889884508164078,0.012345679012345734,0.8602150537634409,0.9876543209876543,0.9195402298850573,62,81,1,143
81,FH,0.9249999999999999,0.0,0.8905109489051095,1.0,0.9420849420849421,100,122,1,222
82,TMEM67,0.9442857142857143,0.040000000000000036,0.9230769230769231,0.96,0.9411764705882353,56,50,1,106
83,ERCC2,1.0,0.0,1.0,1.0,1.0,42,9,1,51
84,STK11,0.9504504504504505,0.0,0.8225806451612904,1.0,0.9026548672566371,222,102,1,324
85,MECP2,0.9285714285714286,0.0,0.7874015748031497,1.0,0.881057268722467,189,100,1,289
86,BMPR1A,0.9282863849765257,0.01666666666666672,0.7662337662337663,0.9833333333333333,0.8613138686131387,142,60,1,202
87,GAA,0.9572777777777778,0.016000000000000014,0.924812030075188,0.984,0.9534883720930233,144,125,1,269
88,SERAC1,0.9225490196078431,0.06666666666666665,0.8235294117647058,0.9333333333333333,0.8749999999999999,34,15,1,49
89,SLC26A2,0.9838709677419355,0.0,0.9666666666666667,1.0,0.983050847457627,31,29,1,60
90,HGD,0.9166666666666667,0.0,0.967741935483871,1.0,0.9836065573770492,6,30,1,36
91,COL6A1,0.9818181818181818,0.036363636363636376,1.0,0.9636363636363636,0.9814814814814815,163,55,1,218
92,DYSF,0.9607142857142857,0.0,0.9202898550724637,1.0,0.9584905660377357,140,127,1,267
93,ZEB2,0.951388888888889,0.0,0.8426966292134831,1.0,0.9146341463414633,144,75,1,219
94,LMNA,0.9500467250021238,0.012658227848101222,0.9230769230769231,0.9873417721518988,0.9541284403669724,149,158,1,307
95,SPG11,0.9776119402985074,0.0,0.9,1.0,0.9473684210526316,134,54,1,188
96,TGM1,0.9375,0.0,0.9705882352941176,1.0,0.9850746268656716,8,33,1,41
97,IGHMBP2,0.9634146341463415,0.0,0.8235294117647058,1.0,0.9032258064516129,82,28,1,110
98,TBX5,0.9642857142857143,0.0,0.9090909090909091,1.0,0.9523809523809523,56,40,1,96
99,MEF2C,0.8941176470588235,0.050000000000000044,0.6333333333333333,0.95,0.7599999999999999,68,20,1,88
100,CACNA1A,0.9569969649741612,0.04109589041095896,0.8235294117647058,0.958904109589041,0.8860759493670886,334,73,1,407
101,OTX2,0.7857142857142857,0.0,0.6666666666666666,1.0,0.8,7,6,1,13
102,SCN2A,0.9527808676307007,0.01379310344827589,0.8773006134969326,0.9862068965517241,0.9285714285714286,248,145,1,393
103,BBS10,0.9708333333333333,0.025000000000000022,0.975,0.975,0.975,30,40,1,70
104,VPS13B,0.97563293408879,0.006849315068493178,0.9477124183006536,0.9931506849315068,0.9698996655518395,191,146,1,337
105,ERCC8,1.0,0.0,1.0,1.0,1.0,14,9,1,23
106,DCX,0.8157894736842105,0.0,0.9391304347826087,1.0,0.968609865470852,19,108,1,127
107,RHO,0.9705882352941176,0.0,0.8461538461538461,1.0,0.9166666666666666,34,11,1,45
108,PKHD1,0.9793388429752067,0.0,0.9621212121212122,1.0,0.9806949806949807,121,127,1,248
109,COL7A1,0.986111111111111,0.0,0.9824561403508771,1.0,0.9911504424778761,72,112,1,184
110,SACS,0.9725274725274725,0.0,0.9504950495049505,1.0,0.9746192893401014,91,96,1,187
111,COL6A2,0.9756753212693418,0.016129032258064502,0.9384615384615385,0.9838709677419355,0.9606299212598426,123,62,1,185
112,KRIT1,0.9310344827586207,0.0,0.9402985074626866,1.0,0.9692307692307692,29,63,1,92
113,ADGRG2,0.75,0.0,0.6666666666666666,1.0,0.8,2,2,1,4
114,ST3GAL5,0.9545454545454545,0.0,0.6666666666666666,1.0,0.8,11,2,1,13
115,BLM,0.9838709677419355,0.0,0.9230769230769231,1.0,0.9600000000000001,124,48,1,172
116,SLC22A5,0.9516129032258064,0.0,0.9375,1.0,0.967741935483871,31,45,1,76
117,ALDH3A2,0.9285714285714286,0.0,0.9428571428571428,1.0,0.9705882352941176,14,33,1,47
118,SPAST,0.9696969696969697,0.0,0.9512195121951219,1.0,0.975,66,78,1,144
119,COL3A1,0.9723502304147466,0.0,0.90625,1.0,0.9508196721311475,217,116,1,333
120,RECQL4,0.9450146627565983,0.045454545454545414,0.7,0.9545454545454546,0.8076923076923077,279,44,1,323
121,NBN,0.9757085020242915,0.0,0.8823529411764706,1.0,0.9375,247,90,1,337
122,ABCA4,0.9662584679520584,0.014851485148514865,0.9660194174757282,0.9851485148514851,0.9754901960784313,133,202,1,335
123,ABCA3,1.0,0.0,1.0,1.0,1.0,14,3,1,17
124,LAMB3,1.0,0.0,1.0,1.0,1.0,25,39,1,64
125,MYO7A,0.9384678333123505,0.010638297872340385,0.8303571428571429,0.9893617021276596,0.9029126213592233,169,94,1,263
126,GCK,0.9285714285714286,0.0,0.9662162162162162,1.0,0.9828178694158076,35,143,1,178
127,FANCC,0.9600000000000001,0.0,0.8461538461538461,1.0,0.9166666666666666,100,44,1,144
128,HEXA,0.9893617021276595,0.021276595744680882,1.0,0.9787234042553191,0.989247311827957,13,47,1,60
129,GLDC,0.9821428571428572,0.0,0.9032258064516129,1.0,0.9491525423728813,84,28,1,112
130,CTNS,1.0,0.0,1.0,1.0,1.0,25,26,1,51
131,WAS,0.9124324324324324,0.040000000000000036,0.8275862068965517,0.96,0.888888888888889,37,25,1,62
132,CASQ2,0.9789473684210526,0.0,0.8181818181818182,1.0,0.9,95,18,1,113
133,GATA2,0.9943820224719101,0.0,0.9090909090909091,1.0,0.9523809523809523,89,10,1,99
134,PKD2,0.8863636363636364,0.0,0.6666666666666666,1.0,0.8,44,20,1,64
135,BTD,0.9333333333333333,0.0,0.9649122807017544,1.0,0.9821428571428572,15,55,1,70
136,SDHD,0.8947368421052632,0.0,0.7894736842105263,1.0,0.8823529411764706,38,30,1,68
137,SGCA,0.9172043010752688,0.032258064516129004,0.9375,0.967741935483871,0.9523809523809523,15,31,1,46
138,SLC9A6,0.9482758620689655,0.0,0.6842105263157895,1.0,0.8125000000000001,58,13,1,71
139,ADGRV1,,,,,,0,36,0,36
140,MED13L,0.9785714285714286,0.0,0.9423076923076923,1.0,0.9702970297029703,70,49,1,119
141,TTN,0.9609663324348496,0.007587253414264028,0.7032258064516129,0.992412746585736,0.8231592196349905,3916,659,1,4575
142,RAD50,0.8846153846153846,0.0,0.6024096385542169,1.0,0.7518796992481204,286,100,1,386
143,CPT2,0.962962962962963,0.0,0.9333333333333333,1.0,0.9655172413793104,27,28,1,55
144,EDA,0.7794117647058824,0.0,0.8051948051948052,1.0,0.8920863309352518,34,62,1,96
145,ARID1A,0.892512077294686,0.05555555555555558,0.6071428571428571,0.9444444444444444,0.7391304347826088,69,18,1,87
146,COL2A1,0.9069128787878789,0.009090909090909038,0.7622377622377622,0.990909090909091,0.8616600790513833,192,110,1,302
147,HADHA,0.98,0.0,0.9705882352941176,1.0,0.9850746268656716,25,33,1,58
148,SON,0.8333333333333334,0.0,0.6538461538461539,1.0,0.7906976744186047,27,17,1,44
149,SPG7,0.9941176470588236,0.0,0.975,1.0,0.9873417721518987,85,39,1,124
150,CLN3,0.9841269841269842,0.0,0.9375,1.0,0.967741935483871,63,30,1,93
151,AIRE,1.0,0.0,1.0,1.0,1.0,41,32,1,73
152,AGA,0.9583333333333333,0.0,0.9444444444444444,1.0,0.9714285714285714,12,17,1,29
153,JAG1,0.9167729591836735,0.010204081632653073,0.8660714285714286,0.9897959183673469,0.9238095238095239,96,98,1,194
154,PCDH15,0.974025974025974,0.0,0.8431372549019608,1.0,0.9148936170212766,154,43,1,197
155,L2HGDH,0.9230769230769231,0.0,0.8181818181818182,1.0,0.9,13,9,1,22
156,SETBP1,0.9797297297297297,0.0,0.85,1.0,0.9189189189189189,74,17,1,91
157,CREBBP,0.8846153846153847,0.008547008547008517,0.8169014084507042,0.9914529914529915,0.8957528957528959,117,117,1,234
158,CYBB,0.9375,0.0,0.9444444444444444,1.0,0.9714285714285714,16,34,1,50
159,AHI1,0.975609756097561,0.0,0.9,1.0,0.9473684210526316,82,36,1,118
160,PAH,0.9195804195804196,0.006993006993006978,0.9594594594594594,0.993006993006993,0.9759450171821306,39,143,1,182
161,IDS,0.9444444444444444,0.0,0.9705882352941176,1.0,0.9850746268656716,18,66,1,84
162,BARD1,0.8875968992248062,0.0,0.6258064516129033,1.0,0.7698412698412698,258,97,1,355
163,TGFBR2,0.9578947368421052,0.0,0.8367346938775511,1.0,0.9111111111111111,95,41,1,136
164,NR2F1,0.9411764705882353,0.0,0.8,1.0,0.888888888888889,34,16,1,50
165,SLC17A5,0.9615384615384616,0.0,0.967741935483871,1.0,0.9836065573770492,13,30,1,43
166,ACAD9,0.9545454545454545,0.0,0.7333333333333333,1.0,0.846153846153846,44,11,1,55
167,AR,0.9328358208955224,0.0,0.881578947368421,1.0,0.9370629370629371,67,67,1,134
168,PDHA1,0.8947368421052632,0.0,0.813953488372093,1.0,0.8974358974358974,38,35,1,73
169,GPR179,0.9765625,0.0,0.5714285714285714,1.0,0.7272727272727273,64,4,1,68
170,KMT2D,0.8863636363636364,0.0,0.7619047619047619,1.0,0.8648648648648648,264,192,1,456
171,PAX2,0.9583333333333333,0.0,0.8,1.0,0.888888888888889,24,8,1,32
172,ALS2,0.9272918861959958,0.07692307692307687,0.7058823529411765,0.9230769230769231,0.8000000000000002,73,13,1,86
173,RPS6KA3,0.9310344827586207,0.0,0.8947368421052632,1.0,0.9444444444444444,29,34,1,63
174,LAMA2,0.9770408163265306,0.0,0.896551724137931,1.0,0.9454545454545454,196,78,1,274
175,LIFR,1.0,0.0,1.0,1.0,1.0,40,4,1,44
176,NEK1,0.9874999999999999,0.0,0.875,1.0,0.9333333333333333,40,7,1,47
177,PTCHD1,0.875,0.125,0.875,0.875,0.875,8,8,1,16
178,LAMP2,0.9479166666666667,0.0,0.7777777777777778,1.0,0.8750000000000001,96,35,1,131
179,CDKL5,0.9325396825396826,0.0,0.8731343283582089,1.0,0.9322709163346613,126,117,1,243
180,COL6A3,0.9739583333333333,0.0,0.8148148148148148,1.0,0.8979591836734693,192,44,1,236
181,KIF1A,0.98,0.0,0.8431372549019608,1.0,0.9148936170212766,200,43,1,243
182,EXT1,0.8636363636363636,0.0,0.9,1.0,0.9473684210526316,22,54,1,76
183,GJC2,0.9523809523809523,0.0,0.875,1.0,0.9333333333333333,21,14,1,35
184,SHANK3,0.8555555555555556,0.0,0.723404255319149,1.0,0.8395061728395062,45,34,1,79
185,CRX,1.0,0.0,1.0,1.0,1.0,63,10,1,73
186,ARSA,0.9871794871794871,0.0,0.9811320754716981,1.0,0.9904761904761905,39,52,1,91
187,RYR1,0.9623621904934031,0.045454545454545414,0.875,0.9545454545454546,0.9130434782608695,503,110,1,613
188,FLG,0.9649084568439408,0.016129032258064502,0.8591549295774648,0.9838709677419355,0.9172932330827067,185,62,1,247
189,EYS,0.982905982905983,0.0,0.8857142857142857,1.0,0.9393939393939393,117,31,1,148
190,KCNJ2,0.9272186147186148,0.04166666666666663,0.7419354838709677,0.9583333333333334,0.8363636363636364,77,24,1,101
191,DICER1,0.9383797038209797,0.0066225165562914245,0.7894736842105263,0.9933774834437086,0.8797653958944281,343,151,1,494
192,L1CAM,0.9272727272727272,0.0,0.8596491228070176,1.0,0.9245283018867925,55,49,1,104
193,HBB,0.9782608695652174,0.0,0.9850746268656716,1.0,0.9924812030075187,23,66,1,89
194,GRIN2B,0.9414970930232558,0.023255813953488413,0.7368421052631579,0.9767441860465116,0.8399999999999999,160,43,1,203
195,ABCC8,0.9545454545454545,0.0,0.9,1.0,0.9473684210526316,99,81,1,180
196,COL4A5,0.9002861545234426,0.012987012987012991,0.8735632183908046,0.987012987012987,0.9268292682926829,59,77,1,136
197,PLA2G6,0.9571428571428571,0.0,0.95,1.0,0.9743589743589743,35,57,1,92
198,NAGLU,0.9722222222222222,0.0,0.96,1.0,0.9795918367346939,18,24,1,42
199,TNNI3,1.0,0.0,1.0,1.0,1.0,63,30,1,93
200,DHCR7,0.967741935483871,0.0,0.9555555555555556,1.0,0.9772727272727273,31,43,1,74
201,FOXL2,0.7916666666666666,0.0,0.8837209302325582,1.0,0.9382716049382717,12,38,1,50
202,DOK7,1.0,0.0,1.0,1.0,1.0,51,6,1,57
203,PMM2,0.9782608695652174,0.0,0.9772727272727273,1.0,0.9885057471264368,23,43,1,66
204,GAN,0.9912280701754386,0.0,0.875,1.0,0.9333333333333333,57,7,1,64
205,PYGM,0.9157181571815718,0.022222222222222254,0.88,0.9777777777777777,0.9263157894736842,41,45,1,86
206,RAI1,0.9393939393939394,0.0,0.6571428571428571,1.0,0.7931034482758621,99,23,1,122
207,HNRNPU,0.8992673992673992,0.04761904761904767,0.8333333333333334,0.9523809523809523,0.888888888888889,26,21,1,47
208,STXBP1,0.9550000000000001,0.0,0.9174311926605505,1.0,0.9569377990430622,100,100,1,200
209,TNNT2,0.8974358974358975,0.0,0.5492957746478874,1.0,0.7090909090909091,156,39,1,195
210,ACADS,0.875,0.0,0.9666666666666667,1.0,0.983050847457627,4,29,1,33
211,FASTKD2,0.9827586206896552,0.0,0.75,1.0,0.8571428571428571,29,3,1,32
212,ABHD12,0.98,0.0,0.75,1.0,0.8571428571428571,25,3,1,28
213,PUF60,0.7222222222222222,0.05555555555555558,0.68,0.9444444444444444,0.7906976744186047,16,18,1,34
214,BCHE,1.0,0.0,1.0,1.0,1.0,4,23,1,27
215,EIF2B5,0.8875,0.09999999999999998,0.9,0.9,0.9,8,10,1,18
216,CDH1,0.9481481481481481,0.0,0.7741935483870968,1.0,0.8727272727272727,270,96,1,366
217,PAX6,0.846938775510204,0.0,0.7945205479452054,1.0,0.8854961832061068,49,58,1,107
218,GFM1,0.9022556390977445,0.1428571428571429,0.9230769230769231,0.8571428571428571,0.888888888888889,19,14,1,33
219,DNAAF5,,,,,,0,5,0,5
220,MAGEL2,0.9176190476190476,0.0714285714285714,0.65,0.9285714285714286,0.7647058823529412,75,14,1,89
221,ACADM,0.9500000000000001,0.0,0.9666666666666667,1.0,0.983050847457627,20,58,1,78
222,HSPB1,0.8571428571428572,0.0,0.46153846153846156,1.0,0.631578947368421,49,12,1,61
223,SMARCA4,0.9570203430394894,0.021739130434782594,0.6164383561643836,0.9782608695652174,0.7563025210084033,436,46,1,482
224,RAD51C,0.9681818181818183,0.0,0.8703703703703703,1.0,0.9306930693069307,110,47,1,157
225,HNF1A,0.8356364602710603,0.018867924528301883,0.7027027027027027,0.9811320754716981,0.8188976377952756,71,53,1,124
226,MPZ,0.8983560545308741,0.017241379310344862,0.8769230769230769,0.9827586206896551,0.9268292682926829,43,58,1,101
227,ALDH7A1,0.9770114942528736,0.0,0.9069767441860465,1.0,0.951219512195122,87,39,1,126
228,TUBA1A,0.926470588235294,0.0,0.9056603773584906,1.0,0.9504950495049505,34,48,1,82
229,SLC6A8,0.953125,0.0,0.7,1.0,0.8235294117647058,96,21,1,117
230,MCCC2,1.0,0.0,1.0,1.0,1.0,29,12,1,41
231,PKP2,0.9271844660194175,0.0,0.7619047619047619,1.0,0.8648648648648648,206,96,1,302
232,WFS1,0.9300694629975955,0.07894736842105265,0.7446808510638298,0.9210526315789473,0.8235294117647057,197,38,1,235
233,ATRX,0.9233870967741936,0.0,0.6274509803921569,1.0,0.7710843373493976,124,32,1,156
234,MUTYH,0.9330163496830163,0.012345679012345734,0.8163265306122449,0.9876543209876543,0.893854748603352,148,81,1,229
235,PCCA,0.986842105263158,0.0,0.96875,1.0,0.9841269841269841,38,31,1,69
236,ADAMTSL4,0.9375,0.125,1.0,0.875,0.9333333333333333,25,8,1,33
237,NPC1,0.9643863179074447,0.014084507042253502,0.9210526315789473,0.9859154929577465,0.9523809523809524,105,71,1,176
238,LMX1B,0.9423076923076923,0.0,0.7857142857142857,1.0,0.88,26,11,1,37
239,FZD2,0.7727272727272727,0.0,0.4444444444444444,1.0,0.6153846153846153,11,4,1,15
240,BBS1,0.9705882352941176,0.0,0.9259259259259259,1.0,0.9615384615384615,34,25,1,59
241,NARS2,1.0,0.0,1.0,1.0,1.0,23,9,1,32
242,MPV17,0.9,0.0,0.9411764705882353,1.0,0.9696969696969697,5,16,1,21
243,KRT6A,0.9230769230769231,0.0,0.8666666666666667,1.0,0.9285714285714286,13,13,1,26
244,RAG1,0.9444444444444444,0.0,0.875,1.0,0.9333333333333333,27,21,1,48
245,SPATA7,0.9705882352941176,0.0,0.9,1.0,0.9473684210526316,17,9,1,26
246,GALC,0.9626865671641791,0.0,0.9152542372881356,1.0,0.9557522123893806,67,54,1,121
247,PIGN,0.94,0.0,0.75,1.0,0.8571428571428571,50,18,1,68
248,CHRNB1,1.0,0.0,1.0,1.0,1.0,12,4,1,16
249,AGXT,1.0,0.0,1.0,1.0,1.0,8,40,1,48
250,CENPJ,0.9523809523809523,0.09523809523809523,1.0,0.9047619047619048,0.9500000000000001,50,21,1,71
251,KAT6B,0.9111111111111111,0.05555555555555558,0.6071428571428571,0.9444444444444444,0.7391304347826088,90,18,1,108
252,GATAD2B,0.7857142857142857,0.0,0.896551724137931,1.0,0.9454545454545454,7,26,1,33
253,ABCD1,0.8524590163934427,0.0,0.7391304347826086,1.0,0.85,61,51,1,112
254,CACNA2D2,1.0,0.0,1.0,1.0,1.0,42,2,1,44
255,RAPSN,0.9444444444444444,0.0,0.8461538461538461,1.0,0.9166666666666666,18,11,1,29
256,ASXL3,0.875615763546798,0.03448275862068961,0.8235294117647058,0.9655172413793104,0.888888888888889,28,29,1,57
257,TBR1,0.75,0.0,0.8181818181818182,1.0,0.9,4,9,1,13
258,OCRL,0.890625,0.0,0.8055555555555556,1.0,0.8923076923076924,32,29,1,61
259,ATP7B,0.9523573390296003,0.017699115044247815,0.925,0.9823008849557522,0.9527896995708154,116,113,1,229
260,NPHS1,0.9625,0.0,0.9516129032258065,1.0,0.9752066115702479,40,59,1,99
261,ZFYVE26,0.9733333333333333,0.0,0.7777777777777778,1.0,0.8750000000000001,75,14,1,89
262,HCFC1,0.9785276073619632,0.0,0.4166666666666667,1.0,0.5882352941176471,163,5,1,168
263,GRIN1,0.975,0.0,0.88,1.0,0.9361702127659575,60,22,1,82
264,LAMA3,0.9230769230769231,0.0,0.8709677419354839,1.0,0.9310344827586207,26,27,1,53
265,BCKDHB,1.0,0.0,1.0,1.0,1.0,45,51,1,96
266,HNF4A,0.7980274442538594,0.045454545454545414,0.525,0.9545454545454546,0.6774193548387099,53,22,1,75
267,NR0B1,0.8333333333333334,0.0,0.8709677419354839,1.0,0.9310344827586207,12,27,1,39
268,PNKP,0.9647887323943661,0.0,0.7916666666666666,1.0,0.8837209302325582,71,19,1,90
269,OPA1,0.935483870967742,0.0,0.8461538461538461,1.0,0.9166666666666666,93,66,1,159
270,NEU1,1.0,0.0,1.0,1.0,1.0,2,6,1,8
271,PPT1,0.9673913043478262,0.0,0.9166666666666666,1.0,0.9565217391304348,46,33,1,79
272,YARS2,1.0,0.0,1.0,1.0,1.0,18,11,1,29
273,EPG5,0.9935897435897436,0.0,0.9444444444444444,1.0,0.9714285714285714,78,17,1,95
274,IVD,0.9767441860465117,0.0,0.9230769230769231,1.0,0.9600000000000001,43,24,1,67
275,HRAS,0.9375,0.0,0.7096774193548387,1.0,0.8301886792452831,72,22,1,94
276,POLG,0.9825581395348838,0.0,0.90625,1.0,0.9508196721311475,172,58,1,230
277,MYO15A,0.9577598481252966,0.023255813953488413,0.8235294117647058,0.9767441860465116,0.8936170212765957,147,43,1,190
278,TK2,0.9198717948717948,0.08333333333333337,0.9166666666666666,0.9166666666666666,0.9166666666666666,13,12,1,25
279,ETFDH,0.9213709677419355,0.032258064516129004,0.9375,0.967741935483871,0.9523809523809523,16,31,1,47
280,KAT6A,0.8666666666666667,0.0,0.7948717948717948,1.0,0.8857142857142858,30,31,1,61
281,PEX6,0.9317129629629629,0.0625,0.8823529411764706,0.9375,0.9090909090909091,27,16,1,43
282,SYNGAP1,0.9114583333333333,0.0,0.7763157894736842,1.0,0.8740740740740741,96,59,1,155
283,FGD1,0.9137931034482758,0.0,0.7222222222222222,1.0,0.8387096774193548,29,13,1,42
284,PEX1,0.9745762711864407,0.0,0.95,1.0,0.9743589743589743,59,57,1,116
285,XPA,1.0,0.0,1.0,1.0,1.0,7,6,1,13
286,DYM,1.0,0.0,1.0,1.0,1.0,7,4,1,11
287,SERPINF1,1.0,0.0,1.0,1.0,1.0,13,3,1,16
288,DVL1,0.9038461538461539,0.0,0.6875,1.0,0.8148148148148148,26,11,1,37
289,CEP152,0.9827586206896552,0.0,0.8888888888888888,1.0,0.9411764705882353,58,16,1,74
290,CSPP1,0.9767441860465117,0.0,0.9,1.0,0.9473684210526316,43,18,1,61
291,TECPR2,0.9574468085106382,0.0,0.2,1.0,0.33333333333333337,47,1,1,48
292,FAN1,0.9791666666666667,0.0,0.8,1.0,0.888888888888889,24,4,1,28
293,RNASEH2B,0.8878787878787879,0.09090909090909094,0.8333333333333334,0.9090909090909091,0.8695652173913043,15,11,1,26
294,DYNC2H1,0.9786324786324787,0.0,0.8809523809523809,1.0,0.9367088607594937,117,37,1,154
295,SLC12A3,1.0,0.0,1.0,1.0,1.0,51,32,1,83
296,WDR45,0.9166666666666667,0.0,0.8787878787878788,1.0,0.9354838709677419,24,29,1,53
297,ARSB,0.9600000000000001,0.0,0.9047619047619048,1.0,0.9500000000000001,25,19,1,44
298,BAP1,0.9481132075471699,0.0,0.7755102040816326,1.0,0.8735632183908045,106,38,1,144
299,NDUFAF6,0.9516129032258064,0.0,0.6666666666666666,1.0,0.8,31,6,1,37
300,PKD1,0.9145021645021646,0.011904761904761862,0.664,0.9880952380952381,0.7942583732057417,264,84,1,348
